k_density,average_0,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10,average_11,average_12,average_13,average_14,average_15,average_16,average_17,average_18,average_19,average_20,average_21,average_22,average_23,average_24,average_25,average_26,average_27,average_28,average_29,average_30,average_31,average_32,average_33,average_34,average_35,average_36,average_37,average_38,average_39,average_40,average_41,average_42,average_43,average_44,average_45,average_46,average_47,average_48,average_49,average_50,average_51,average_52,average_53,average_54,average_55,average_56,average_57,average_58,average_59,average_60,average_61,average_62,average_63,average_64,average_65,average_66,average_67,average_68,average_69,average_70,average_71,average_72,average_73,average_74,average_75,average_76,average_77,average_78,average_79,average_80,average_81,average_82,average_83,average_84,average_85,average_86,average_87,average_88,average_89,average_90,average_91,average_92,average_93,average_94,average_95,average_96,average_97,average_98,average_99,average_100
9,0.8437332235494285,0.7984218513809938,0.8161871934497417,0.8425404828259218,0.8322783593363938,0.8478604419981082,0.8195063830315219,0.8353331187368387,0.8398936165972581,0.7932256363556447,0.8169675371165201,0.7857143699639842,0.8390879929879117,0.8096344753140708,0.8772439668734596,0.8170688679337232,0.7811810165710119,0.8332966150595814,0.8286747465886688,0.8481426538252044,0.8037497133173435,0.8254983068331587,0.8683634725007312,0.7730190305471851,0.8307157227020714,0.8293133084192841,0.8106959218950319,0.8340121908763625,0.8308519341474987,0.8059772568688687,0.8431054716009774,0.8647220715014997,0.8269669890782168,0.8479759861402127,0.7833450625574843,0.8135896224898947,0.8310108069034771,0.8292965211357842,0.8726865366133251,0.8319521815117091,0.8434705903074343,0.8362399624194613,0.807179129349097,0.8644640862970393,0.8382244330044931,0.847897116270612,0.8120350465377268,0.8485975967597934,0.8503427392205193,0.8374919822361513,0.8037034567225441,0.8236875088066696,0.8149063608924288,0.7927239275389182,0.8602889516827855,0.8286849679030035,0.8277000712586984,0.8036445906264931,0.8272092690391281,0.8219191142277575,0.841465087472782,0.7918769696906495,0.8501798133507967,0.8405672201206605,0.8391710900226108,0.8277823372921366,0.8598388331809815,0.8804563009001525,0.8267035109468194,0.8314122756411167,0.8258030470043687,0.8658441351042133,0.7696918253199793,0.8603765092870819,0.8342055096789632,0.8067853947665075,0.7994339518262732,0.8271323688819832,0.8335099587979897,0.8121918032686382,0.8283461508745396,0.8528560818631675,0.8017324914745896,0.8685521510113189,0.8100812430646657,0.8510283055704065,0.7854091886454899,0.787614370334531,0.8000926404821428,0.827381212666603,0.8034315534184809,0.8271358065532831,0.8138312061439404,0.8315169635274722,0.8369528680634981,0.8625045374449565,0.8419303983174008,0.8661363976980437,0.8204436625136041,0.8118716383702287,0.7843413830730515
10,0.8136144839184192,0.8486168510970329,0.8428877730255633,0.8646824407988265,0.8316851167935193,0.8356171759477916,0.8148275444737803,0.7996920725410499,0.8111843834042437,0.8585031025888302,0.8359847588308404,0.8533459661492697,0.8231572979526214,0.8487564143090273,0.7743615630780767,0.7944621521996533,0.8310963147631246,0.8108518002056706,0.841919925937941,0.8202589342165238,0.8962991871116252,0.8602618849355864,0.8451234213730736,0.8365829426199413,0.8471606741820906,0.7966906121293014,0.8223966161467618,0.8526928378229647,0.8612740147357562,0.8527676088792168,0.8017157292698252,0.8084574139368215,0.8328984016805884,0.8212271233866538,0.8166597113287494,0.8268329682411055,0.8426465791069434,0.7994342850072612,0.8424299802208571,0.796514958649551,0.8404129051528124,0.8394155976201,0.8288345349187555,0.8173229264038593,0.8572005029007812,0.8503376299798048,0.8800521290217912,0.8111812010125259,0.7952083504366871,0.8504928059117085,0.8105034280350428,0.8126732177302501,0.8013783538869382,0.9075411384320696,0.8402651087216743,0.8646035912027383,0.8331107785620588,0.8020134983984103,0.8193604979330196,0.759346587217727,0.8359423691001306,0.8402841708169654,0.8500823073575635,0.8190713034321876,0.8481396020930763,0.7871161076955905,0.8127605964099018,0.837320953407957,0.8655648067166359,0.8689867615446661,0.8539608362218595,0.871021457482725,0.855933086075981,0.7957859148493681,0.8239145670640606,0.8492460777926684,0.8551541550230184,0.8055255430410116,0.8834250550963392,0.836709976361247,0.7619791677935696,0.8083865121524577,0.8446851491795795,0.8398783373177402,0.8461898856861177,0.8350579935823875,0.8306653107570909,0.8338708133965966,0.8325563781168956,0.825197439705673,0.8088161204958029,0.8420119852416272,0.8621141474054942,0.8478068761131058,0.8256577274426948,0.8361272447725583,0.8064752115768393,0.8189259946473016,0.8383816475851751,0.8472698232014374,0.8526736662532868
11,0.8057833896703599,0.8210941091663982,0.8495030588312042,0.8316849153093269,0.7914968683504552,0.8488890816449524,0.8395417856298723,0.8147577680539055,0.8184167441543081,0.8080784502489955,0.8768238846571909,0.8646874155958378,0.7992392485657099,0.8134518063385278,0.8175539139546614,0.8546855745875785,0.8696758204657701,0.8165127671167842,0.8122753316483114,0.8207906706640334,0.8079886243861927,0.8057459078907088,0.7870837661105943,0.8299745610216676,0.8515877112928201,0.8141710954577916,0.8246668025099043,0.8787416584162838,0.8552085669052086,0.8366790204612581,0.8430908810373331,0.8032649629593449,0.8889566295457256,0.8242423353360525,0.8630143222230447,0.828877985363173,0.8623617345744619,0.8265688117426849,0.7952517072409793,0.8285572161051041,0.8142100008135265,0.8206321395176198,0.8387103648485004,0.834206629308767,0.8080248063750032,0.8135067314225266,0.8827262078560782,0.8280943150789861,0.8122241889457252,0.8553868277110059,0.8656815711445596,0.8820442723538983,0.8121591164159617,0.8254739323083461,0.8901748037324078,0.8504224101861535,0.8430985343947067,0.8258292072013232,0.8435661314396501,0.8656770833294237,0.8217423011677936,0.8233470090832562,0.8458718990257157,0.8044307082179164,0.8490659036997561,0.8529606934786156,0.8457884381489107,0.8636979930020438,0.8097484473140723,0.8202943857285331,0.8054265563479034,0.8621418655016405,0.8058225799793939,0.8554835423641902,0.8419941077129711,0.8240237752570062,0.8259647509468058,0.8124096166836949,0.8349901328528064,0.8805255571730926,0.8145299725713478,0.8326587777781447,0.8595084874191184,0.8525115758267335,0.8111825680544165,0.843936912046048,0.8540594145175839,0.7890240363334982,0.8605544234348363,0.8472505611602077,0.8403781029922527,0.8179940016811927,0.8326315145032117,0.8638851069276939,0.8432019366595963,0.8130742995191371,0.8682903556450708,0.8634377631416587,0.7937615662152504,0.8378040732901071,0.8407039115430578
12,0.8522797022853127,0.8559929510321654,0.8502951439302014,0.8492056942574283,0.829492648590681,0.8617910534871237,0.8383180221848469,0.8816247949249525,0.7691955306458641,0.8127833154613956,0.8866590349742858,0.8384100658656491,0.8451947040400752,0.8284373758764918,0.8200538160835327,0.8577498912839651,0.8006195001216039,0.7996471237013596,0.8300426947299782,0.8332708682231157,0.8522782662528059,0.8630973003776305,0.8211642867776373,0.8577216204346966,0.8251072417726059,0.8708048807932955,0.8669639400785635,0.8504926613634183,0.83150814269865,0.8786633055418638,0.7906017650274266,0.7820470660053145,0.8408524343179062,0.7872118487835933,0.8505052143385302,0.8429740306788898,0.8485622419570411,0.844097951660116,0.7863922863258088,0.8246614031559933,0.9067236415015478,0.871051431563489,0.8442235014553648,0.8382159483834772,0.8610995546047172,0.8144028221561858,0.8295159551603876,0.8415963771122137,0.8394500053356897,0.8261413328819749,0.8750540305983974,0.8328350802484038,0.8439135563814647,0.8382893180409839,0.8362368214448395,0.8698525811413662,0.8174821184198313,0.8078888757475002,0.7676825705808882,0.9046526573125204,0.8098428824117074,0.8553601859390609,0.8376931408739596,0.8801330267659692,0.7708396851936289,0.8125471388580315,0.8363026319268064,0.83132972444182,0.8022220330763303,0.836326369255827,0.7852592678447388,0.8270142346778706,0.8220797823256072,0.8065611595948874,0.8697058912727154,0.8466157109106287,0.8226288275495258,0.8575553729018425,0.8475379977223867,0.8658337905108797,0.8074644383740796,0.8399816367109554,0.8235330561248647,0.8474498912392271,0.7849016526551365,0.8362606523538524,0.8515391210413419,0.8010153201645579,0.8153047918711581,0.8396127034732042,0.7583146496417159,0.8348475541785912,0.8460887687372493,0.7779465538206937,0.8646303514845313,0.8457585302774264,0.7808320619021445,0.8424361061926537,0.8438596692433974,0.79650546128602,0.8428855519000525
13,0.7841196063740322,0.8468450145982191,0.7763245156647762,0.8532929164629525,0.8067394219150252,0.8652383893001675,0.8532203134755464,0.8208854656609137,0.8197480718032867,0.8001809743113021,0.8199825117101117,0.8524657803100055,0.8767823476798534,0.8632065901165307,0.8291833490708812,0.8152713469719568,0.8524213884717047,0.8428272451855782,0.8482134856289736,0.7975998706480946,0.8707006980769637,0.838361401775759,0.8621667370948312,0.8130569845622937,0.8668147561156303,0.8107275112655665,0.8341389304148855,0.8193491763439824,0.8194678078310488,0.8489858504819126,0.8377826077021185,0.8210781088993409,0.8212447293938342,0.8307695152574786,0.8430806901313711,0.8131793286036879,0.846699361876643,0.8231792063300841,0.8598722779762671,0.8173363914173978,0.8523721121743758,0.855908182105442,0.8741063966767758,0.8305744663738875,0.8505476361269138,0.8418453837908065,0.8445132238333686,0.7666175173284533,0.7838644213046171,0.7984027298697817,0.7902977534769904,0.7931665730760524,0.8309879618163534,0.8291146560069991,0.816849145796185,0.8465216363904259,0.8021791744480385,0.7952862789408011,0.8723077037211643,0.8202861347567233,0.8501979217028295,0.8357674194429535,0.8610781496054342,0.8729319177107585,0.8507273459602617,0.8449906372434908,0.8448000030232741,0.8272566568634758,0.8339368658258499,0.810204603999614,0.8615208827182512,0.8414831240179411,0.8082136751724442,0.8189369640039873,0.8030600630834399,0.8223093207745901,0.8867229090790938,0.8396155801668583,0.7686197856467983,0.845587070441604,0.8636305001106278,0.8264684104376071,0.8331594954347074,0.8011350631750032,0.8681799866095681,0.8713991848992559,0.8625785781058491,0.8141869200164684,0.8400724067035575,0.8410653793830221,0.8379888852362462,0.8051123912746375,0.8494126356723999,0.7885577244827324,0.7778395449763315,0.8516225434404711,0.8059977491495149,0.8427281658917876,0.8967926565389648,0.8002135912983447,0.8352298740524603
14,0.8478638678473345,0.8561739320592061,0.858348868377129,0.8453878658521171,0.8117936632001564,0.8287202999174801,0.8657110161901855,0.8010422362447325,0.8143069553208536,0.8204092359413914,0.8289772787917187,0.8425020820408401,0.8267457582342048,0.8361581483538401,0.8151789264647441,0.7538703481774499,0.8010851786578511,0.8428692109079847,0.8286581310309633,0.8251215801516262,0.8300869987994164,0.8204967973028005,0.8473516610060929,0.8298523107436651,0.8787746899004905,0.8394407531509913,0.8817342730356195,0.8177677783346385,0.8022499860088398,0.8398493891098376,0.8289483129145985,0.8341323169378699,0.8638492611969208,0.8085949504514943,0.8659099555790019,0.8122062415862489,0.8295921663157658,0.8258002557850386,0.8526831872792542,0.854344309699852,0.8270348749227817,0.8114743386381575,0.8611072935352097,0.8362980790681332,0.8361453413829507,0.8526839367076573,0.8192278358264714,0.8144110659686783,0.8576642007331464,0.8307955653234701,0.7469001919981693,0.8642252368501248,0.8611047461286233,0.8570376324987347,0.8440139211152922,0.8425594942495409,0.8280752033166865,0.8245546796241227,0.8450016595424197,0.8406893028547657,0.8165090678857426,0.8527785321609633,0.8362047367810731,0.8306416262847289,0.7983510222249766,0.8201823311741194,0.8249613190749414,0.8088188818642034,0.8109042460021926,0.7694701819606119,0.8359558110728869,0.7953167025305069,0.8241278968963744,0.8337292225003764,0.8408685395065538,0.8679790774205375,0.8278636054972318,0.8721046133068102,0.7957086035824127,0.8113533754256413,0.8342572742408303,0.8295177877774356,0.8136358075657191,0.8352357477955458,0.8481700773437819,0.8381761962285894,0.8522990093504962,0.8792035878256559,0.7791680230732876,0.8734505486141055,0.8434465081031405,0.8565056158595191,0.8054775390107283,0.865363992226647,0.8241081567255293,0.8557583620278144,0.8169210715560964,0.7910300674469547,0.8446941590555739,0.8363685137520778,0.8552906530825006
15,0.8273563564725955,0.8118313840956004,0.8452936319962279,0.8561195857980218,0.8666225107975012,0.8329271870826758,0.8479811275874591,0.828456742313986,0.83350298714324,0.8351787284831992,0.7921022533032679,0.8324663162944117,0.8290207919432477,0.8330124685943477,0.8734845027475946,0.7718066539360554,0.8295080969453734,0.7733344104230437,0.8787769511580893,0.8101557584712697,0.8377418229934781,0.8366815911698231,0.8479660111767607,0.8081517514142746,0.8432230460132645,0.8555239772598932,0.8138545135210806,0.8454569690496456,0.7978545667692469,0.8556084094473045,0.8177440302183367,0.8179145223629302,0.8526583822569758,0.8375032789737709,0.8603395767795329,0.8387413427178183,0.8551360129399637,0.8540385204985365,0.8093217219576829,0.8120450484675327,0.8636679286684703,0.7873162803041912,0.8499769911290961,0.8211265470198408,0.879063028787982,0.8712889255847368,0.8253605106601791,0.8297761490704448,0.8669973077748433,0.8281317344602355,0.8398470386647129,0.8150372531520981,0.835299600605126,0.8376530183753106,0.8927214093978172,0.8410580803810016,0.8352391308716022,0.8177850424836722,0.8323465446389918,0.8628278706210851,0.843048835136843,0.8383925041550148,0.8369523424918646,0.8223700488533231,0.8360207798026255,0.7934306658442178,0.8116422659984844,0.8508473102672571,0.8023895740990233,0.8353210262495572,0.8176696105385696,0.8346043479380848,0.8370238013421217,0.8363707461201404,0.8431386700633107,0.8109304705836646,0.8436415681732767,0.7974256277190287,0.808780108594159,0.8314649832933525,0.8633772449738094,0.7760440171725128,0.7858569925750915,0.7728429027425723,0.8162906869044767,0.8504914434092089,0.8415082073095616,0.8181880811340596,0.8582536894758142,0.8096636502220411,0.8678217475044313,0.7676841004491277,0.8547188699513121,0.8883663277663633,0.833536450214853,0.8639931891753484,0.8003036840340232,0.8195144619803242,0.8512452315232507,0.8510478334810395,0.8666399525534544
16,0.8310046274079376,0.8240319050784713,0.8309282877127219,0.8310091266650296,0.8492500870925288,0.8566387803983613,0.839582212248397,0.8589713031366827,0.8130194913264607,0.8346858013102121,0.8304810553816171,0.8734483283487641,0.7959935868718895,0.8447391395686605,0.8405158093707441,0.8704396210024161,0.781334428520149,0.8283909241166312,0.8099263745694559,0.8170815516171996,0.819312373607397,0.8066349350265082,0.8463462233758671,0.8344987093767073,0.8371786569012042,0.7805451079256619,0.8308101841660244,0.8373941026255585,0.8382992784637474,0.8145542148566557,0.8599789184347795,0.8369493611271306,0.8331972546129359,0.8362875496051709,0.789790302274892,0.8764790058478218,0.8512086929430852,0.8134356641154371,0.8054889618068124,0.8249154674875477,0.7800388266609113,0.8005705322570603,0.8160337993638754,0.8336011240006772,0.8609031662419512,0.8331609812572673,0.8477256006948806,0.8269711954585297,0.8377451965524029,0.8306568877437446,0.8509988705283796,0.8314566779112438,0.80930930148148,0.8648492525109257,0.8218027316197185,0.8350776957274293,0.8168967877456503,0.797533805472002,0.8741695077544341,0.8246061137308441,0.815197543798778,0.8697700387828289,0.8332555875790496,0.8142959141440265,0.8046121244745791,0.7974895510055267,0.8016489261727776,0.859249124391338,0.8014252450502835,0.8321221319639625,0.8475379384641285,0.7956316444309799,0.8188231112783373,0.8527436730327119,0.8442594127817502,0.8222704271540552,0.8494511428315089,0.8604390846630451,0.8665344675807304,0.8398656692109483,0.8235418596249302,0.7967522835682278,0.8718207269789011,0.7976255062625726,0.8297512189602123,0.8387794211436947,0.8316823100081672,0.8165144851430699,0.8501050666961127,0.8343522930447363,0.8713794452659891,0.8507911659392203,0.8118123574320671,0.8832239887945342,0.7889773242082854,0.8907606238171286,0.8430656700601996,0.8095116427339062,0.8486673916779449,0.8266462222218988,0.8331978663989595
17,0.8554419248277629,0.8780990536297305,0.8504764409521129,0.8011660312658796,0.8403902118736755,0.8669829131064832,0.8404213387673679,0.7502729637946691,0.8339897821003249,0.8438084792697671,0.8215408091317947,0.8389018875210124,0.8201911688951184,0.8019977360279451,0.8781977974119966,0.8421697237271053,0.872787478114749,0.8457226155402359,0.8362793428137923,0.8300210052071204,0.8406125796652703,0.8240237920220973,0.7721544020564651,0.8472949046846675,0.7766867915368175,0.8315605650102108,0.8269382818605353,0.8723191863075463,0.8487054963691002,0.8418442611459002,0.8648958941837038,0.8310495198131275,0.8344660104895698,0.8617409009752439,0.8172174506987921,0.8218095385379984,0.8618062765148226,0.8383192937072068,0.8377818115434076,0.8626433406654729,0.8651909418575269,0.8161344889918859,0.7832516374894597,0.8276566504463966,0.8538888995212158,0.8489156519397658,0.864838327357238,0.8517631630630011,0.8291790986613236,0.8772653046135759,0.8008921339369912,0.8497513748282209,0.7846052863292394,0.852036513403631,0.8085161560444643,0.8255114390570125,0.8472486462438015,0.8480666846666504,0.8314934197570546,0.8374087794243786,0.8405184769921664,0.7861131570585073,0.8133692871137389,0.8344245210753453,0.8065945807733704,0.8095354632320506,0.8436029719524448,0.8632728071164298,0.8590435835817635,0.8392602552356323,0.8243550417215328,0.8474046054642315,0.8474842019271209,0.8251646253970306,0.8306896396320352,0.8363402750551968,0.8484465061235876,0.8449748215335708,0.8403892867971613,0.8194700211518136,0.8191207279126629,0.7741426906795517,0.8505607753065472,0.8414824321117911,0.8138977530793519,0.8198204488758116,0.8157244549891711,0.8377426117250788,0.839040046865608,0.8175735606284508,0.8451207181274291,0.8615874451695749,0.8200498305988322,0.841600570194555,0.8039863511454919,0.7988418881002951,0.8636133879740536,0.8697554083741201,0.8553216201979369,0.8455788330693246,0.8036272887114455
18,0.8023264584154868,0.8322194897282676,0.8176415375274785,0.8349991942867467,0.8476455013405279,0.8214117783785763,0.8505344087695427,0.837581233251022,0.8002373384837601,0.8207611652063245,0.8285984485515805,0.8278766087651097,0.8768829037513247,0.8830475142557899,0.8407921269312879,0.8603916793184588,0.8329406910337155,0.8245892375970318,0.8213789635714877,0.8101807852032228,0.8415254028259159,0.8855138208844453,0.8446882057494431,0.8504957706724701,0.8547738598932727,0.8757214034461536,0.8393857445981445,0.7823127898789064,0.8717717844645847,0.836601312065718,0.8049914543511433,0.8225930778194002,0.8652748902814877,0.8047994472480731,0.8527772145797378,0.835450763578234,0.8613242922954373,0.8090932476166102,0.800380160266721,0.8743118524846376,0.8681757163102196,0.8219952755948841,0.8019678943683229,0.8495176210528337,0.8230668026258849,0.8200681770088993,0.8295230870978533,0.8485180915608536,0.8319130983498678,0.8272822872785097,0.8173108880372174,0.8331441993361821,0.8362809334013226,0.8029831975062373,0.8592550412102788,0.7875311001779997,0.8429374155579616,0.7996211012249197,0.8357252223927284,0.794949385123563,0.8331111915216892,0.8479108587395887,0.8360872226270205,0.8450588914671696,0.8435878016211151,0.8255031581086327,0.8349153885264877,0.8573564838798334,0.8430807264183053,0.8466677955366887,0.8297607867992448,0.8346756557010356,0.8767743020897371,0.8544740004592792,0.8094843512270202,0.8327784844781229,0.8242507809373777,0.7917543761010025,0.8742876529514882,0.8305899231783224,0.8587523873400329,0.8699606748290446,0.8798835228991544,0.7905364686604006,0.8234069015007013,0.8169757034128886,0.8510147544555711,0.8341128323680891,0.7722496879867891,0.8265983948351867,0.8182040582502782,0.8368522415900258,0.8202788370157684,0.8361683208359539,0.8017752149317631,0.8265586293416579,0.8215169365145539,0.8224649902423249,0.8665262512811628,0.84882618849897,0.8323653545818167
19,0.8736569195856851,0.827781143350227,0.8614001003553907,0.8522256534007581,0.8243902078409198,0.8247193338766391,0.8410448522507495,0.8467886398130114,0.8143567396758317,0.8047769616233515,0.8596424028884553,0.8441150899684753,0.8369389307954833,0.8172182513861961,0.8317445205757529,0.8567581826650369,0.8639391591508286,0.8081605366257499,0.8622251419302166,0.8376375547417491,0.8501929903197875,0.8789031811036634,0.8681135265249351,0.7841330184045391,0.8218783058856214,0.8345038735132077,0.7646346106354476,0.8359261548275546,0.8664617190688659,0.8494299555129876,0.8689517760554107,0.889893656768606,0.8347751175529097,0.8554816111249081,0.8376471654930091,0.8059940584626645,0.8490414486096024,0.8733792005186192,0.8122545404322217,0.8283656128151307,0.8186733466598195,0.8222416714009626,0.8639024686669241,0.8246761272062065,0.8247394692724459,0.8325203288709432,0.8560854153247922,0.8231896428355383,0.8553576934844171,0.8628466470331088,0.8856682384144335,0.8309992468941588,0.8883919964529748,0.8536489962699162,0.8555451147863159,0.8348350258221291,0.8718179530539363,0.8491097725767964,0.8427029404824837,0.8661038497407222,0.801125679142907,0.8266730266417252,0.8532295923871435,0.8499153709121318,0.8454976199786244,0.8707020492033444,0.8563104741689972,0.8680493542189609,0.8353083664271199,0.8227533017843781,0.8644033952265531,0.7747195820496315,0.8060637947065171,0.8576704054763609,0.8296948414572825,0.8399198741436761,0.8091413182531468,0.844771584028932,0.8750199712320151,0.8269688991934692,0.8259343921556496,0.8187851654378487,0.8577880161731422,0.8756949421645306,0.826907465175257,0.8286964930674208,0.8212286241118545,0.8517630894181821,0.8551511345143176,0.8584453021656345,0.8504388028092416,0.9038067955562876,0.8502997694818926,0.8507428664157874,0.8475032540726909,0.8429813255803295,0.8518757051826761,0.8300093891608785,0.8093847672192179,0.8751919106078266,0.8110058714884408
